,Unnamed: 0,User Name,Review Title,Review Text,Star,Review posted time,Total Description,ReviewDescription_score,ReviewDescription_Sentiment,keywords
280,280,Kb,ring sure,really great quality video run aa battery truly wireless definitely fault biggest complaint kind setting change requires immediately go ring doorbell setting take affect ineffective away location need increase sensitivity level setting please know purchase month plan blink company able view security footage trial period run absolutely great quality video link blink camera suppose worth doorbell camera definitely thought going sure,2.0 out of 5 stars,"Reviewed in the United States on December 19, 2021",really great quality video run aa battery truly wireless definitely fault biggest complaint kind setting change requires immediately go ring doorbell setting take affect ineffective away location need increase sensitivity level setting please know purchase month plan blink company able view security footage trial period run absolutely great quality video link blink camera suppose worth doorbell camera definitely thought going surering sure,0.9750311970710754,POSITIVE,"['company', 'location', 'complaint', 'doorbell', 'worth', 'ineffective', 'affect', 'video', 'purchase', 'security']"
281,281,Amazon Customer,finally work,waiting least 4 year blink doorbell product initially installed blink camera around home add ring doorbell front door entry area know took blink long develop doorbellanyways finally work fine longer rely twovendor solution hassle maintain blink ring solutionthe doorbell integrates seamlessly rest blink product easy add install others mentioned challenge slipping back top cover need pressed slid downthe video quality great ring loud complaint different rest blink camera easily monitored iphone computer,5.0 out of 5 stars,"Reviewed in the United States on November 11, 2021",waiting least 4 year blink doorbell product initially installed blink camera around home add ring doorbell front door entry area know took blink long develop doorbellanyways finally work fine longer rely twovendor solution hassle maintain blink ring solutionthe doorbell integrates seamlessly rest blink product easy add install others mentioned challenge slipping back top cover need pressed slid downthe video quality great ring loud complaint different rest blink camera easily monitored iphone computerfinally work,0.976956307888031,NEGATIVE,"['solution', 'solutionthe', 'product', 'cover', 'complaint', 'doorbell', 'twovendor', 'different', 'rest', 'need']"
282,282,Thomas L. 3,installed,ok finally got time install blink door bell installation pretty straight forward play installing doorbell onto mount little actually installing make tight hard reason installing flat mount decided would better served using included wedge mount one problem screw included mount flat mount wedge mount screw plastic anchor mount unit wall contact customer service doubt take care amazon always hasi still playing learning setting initially audio echoreverbrepeat something fierce guessing dealt setting need play enough figure outi went wired set connect existing doorbell issue bother moment need kill chime blink door bell ring along inside chime personal preference never rang door bell couldnt hear door reason hear two different chime kind annoyingnow installed thing initial review still figuring feature app give additional review longer,3.0 out of 5 stars,"Reviewed in the United States on December 25, 2021",ok finally got time install blink door bell installation pretty straight forward play installing doorbell onto mount little actually installing make tight hard reason installing flat mount decided would better served using included wedge mount one problem screw included mount flat mount wedge mount screw plastic anchor mount unit wall contact customer service doubt take care amazon always hasi still playing learning setting initially audio echoreverbrepeat something fierce guessing dealt setting need play enough figure outi went wired set connect existing doorbell issue bother moment need kill chime blink door bell ring along inside chime personal preference never rang door bell couldnt hear door reason hear two different chime kind annoyingnow installed thing initial review still figuring feature app give additional review longerinstalled,0.9960185885429382,NEGATIVE,"['problem', 'unit', 'doubt', 'review', 'anchor', 'doorbell', 'different', 'thing', 'echoreverbrepeat', 'additional']"
283,283,ScottFam,cheaper version ring,multiple blink camera decided get doorbell came gotten daughter ring camera fairly easy install right box see cheaply made camera includes nothing assist install ring came everything needed block drill bit install brick accessory need must ordered separately come screw use wood also thing away battery hard wiring wrong wiring power bell camera ring come 2 rechargeable battery swap pre ordered blink october got november didnt really look till nowso return window plus already lowered price 1500 dollar paid,2.0 out of 5 stars,"Reviewed in the United States on November 27, 2021",multiple blink camera decided get doorbell came gotten daughter ring camera fairly easy install right box see cheaply made camera includes nothing assist install ring came everything needed block drill bit install brick accessory need must ordered separately come screw use wood also thing away battery hard wiring wrong wiring power bell camera ring come 2 rechargeable battery swap pre ordered blink october got november didnt really look till nowso return window plus already lowered price 1500 dollar paidcheaper version ring,0.9984660148620604,NEGATIVE,"['bit', 'wiring', 'doorbell', 'power', 'thing', 'daughter', 'accessory', 'easy', 'need', 'rechargeable']"
284,284,CharisFleming,wish bought something else,would think doorbell thing would come wireless chime would least easy aftermarket accessory dont wired bell way get response inside hit miss set alexa skill youd think since amazon device theyd way view camera firetv device cant really use bell without monitoring station unless add flash drive way save cam info sign monthly servicethis fails doorbell cumbersome set doesnt truly integrate way id expect amazon pity 4 fire tv stick amazon dvr two tablet eero need doorbell ring forget pickup nice looking wireless bell inside chime,2.0 out of 5 stars,"Reviewed in the United States on March 6, 2022",would think doorbell thing would come wireless chime would least easy aftermarket accessory dont wired bell way get response inside hit miss set alexa skill youd think since amazon device theyd way view camera firetv device cant really use bell without monitoring station unless add flash drive way save cam info sign monthly servicethis fails doorbell cumbersome set doesnt truly integrate way id expect amazon pity 4 fire tv stick amazon dvr two tablet eero need doorbell ring forget pickup nice looking wireless bell inside chimewish bought something else,0.998138189315796,NEGATIVE,"['pickup', 'tablet', 'aftermarket', 'chimewish', 'way', 'dvr', 'device', 'doorbell', 'thing', 'flash']"
285,285,AJ,easy install great quality video,first time user video doorbell zero experience home security system easy install set great quality video picture issue wasnt getting notification app support wasnt helpful kept trying get return device even tho kept telling bellcamera work fine app wasnt sending push notification eventually figured clear cache app trick get sync blink device may invest another blink camera sync back entranceporch area im still trial period subscription service ill probably subscribe thats since cheap 30yr basic imo great intro video doorbell basic home security especially price point,5.0 out of 5 stars,"Reviewed in the United States on November 26, 2021",first time user video doorbell zero experience home security system easy install set great quality video picture issue wasnt getting notification app support wasnt helpful kept trying get return device even tho kept telling bellcamera work fine app wasnt sending push notification eventually figured clear cache app trick get sync blink device may invest another blink camera sync back entranceporch area im still trial period subscription service ill probably subscribe thats since cheap 30yr basic imo great intro video doorbell basic home security especially price pointeasy install great quality video,0.99616539478302,NEGATIVE,"['sync', '30yr', 'push', 'doorbell', 'device', 'intro', 'experience', 'easy', 'trick', 'time']"
286,286,Jake S.,finally finally,finally blink produced doorbell got notification went ahead preordered invested camera already doorbell brainer scan qr code everything syncs account name camera pick location smooth setup either battery powered hard wired existing doorbell preferred battery option wed get optimal placement first video doorbell nothing compare honestly never thought purchasing one offered issue thing id ask would possible update add new chime previous battery powered doorbell receiver speaker bell harmonious v blink sounding winey maybe setting ill update post,5.0 out of 5 stars,"Reviewed in the United States on November 18, 2021",finally blink produced doorbell got notification went ahead preordered invested camera already doorbell brainer scan qr code everything syncs account name camera pick location smooth setup either battery powered hard wired existing doorbell preferred battery option wed get optimal placement first video doorbell nothing compare honestly never thought purchasing one offered issue thing id ask would possible update add new chime previous battery powered doorbell receiver speaker bell harmonious v blink sounding winey maybe setting ill update postfinally finally,0.9921120405197144,NEGATIVE,"['previous', 'location', 'doorbell', 'thing', 'speaker', 'ill', 'new', 'video', 'receiver']"
287,287,FrankJ,great start advertised,long term blink customer prior amazon ownership overall ive happy family product affordable job additional service required ive long awaited door bell installation relatively straightforward follow online installation instruction one major disappointment fact unit work ifttt challenge anyone show get camera doorbell show motion detect trigger within free ifttt app blink tech support help said work made recommendation beyond already done eg remove blink activation ifttt sign etc etc huge disappointment going leverage ifttt camera trigger activate ifttt enabled door bell chime based fact product doesnt work ifttt gave two star fix problem id adjust review 4 star,2.0 out of 5 stars,"Reviewed in the United States on December 16, 2021",long term blink customer prior amazon ownership overall ive happy family product affordable job additional service required ive long awaited door bell installation relatively straightforward follow online installation instruction one major disappointment fact unit work ifttt challenge anyone show get camera doorbell show motion detect trigger within free ifttt app blink tech support help said work made recommendation beyond already done eg remove blink activation ifttt sign etc etc huge disappointment going leverage ifttt camera trigger activate ifttt enabled door bell chime based fact product doesnt work ifttt gave two star fix problem id adjust review 4 stargreat start advertised,0.9988835453987122,NEGATIVE,"['term', 'leverage', 'problem', 'unit', 'job', 'free', 'product', 'review', 'family', 'stargreat']"
288,288,Matthew Bailey,motion notification slow,ok accept wife trying use technologically impaired sorry honey anyway yeah ok get notification someone front door time video load person come gone ive one person use door bell worked okay im going fine tune aiming doorbell camera can not see face person door three additional camera yet install third one one camera outside placed poor spotright dryer vent duh picked neighbor pet roam neighborhood also fogged rain snow course dryer steam one camera house wife report speak phone camera voice broken thought maybe talking loud testing,2.0 out of 5 stars,"Reviewed in the United States on December 19, 2021",ok accept wife trying use technologically impaired sorry honey anyway yeah ok get notification someone front door time video load person come gone ive one person use door bell worked okay im going fine tune aiming doorbell camera can not see face person door three additional camera yet install third one one camera outside placed poor spotright dryer vent duh picked neighbor pet roam neighborhood also fogged rain snow course dryer steam one camera house wife report speak phone camera voice broken thought maybe talking loud testingmotion notification slow,0.9989238381385804,NEGATIVE,"['snow', 'testingmotion', 'rain', 'honey', 'course', 'phone', 'doorbell', 'house', 'report', 'additional']"
289,289,M Perkins,returned,returned blink doorbell thing hooked set go three attempt found back doorbell broken back asked replacement done asked replace doorbell either since doorbell sync 2 module purchased set return doorbell already mounted 12 camera remove camera worthless without doorbell sync 2 module frustrating top bought doorbell sync set black friday sale really good price replace set would pay difference additional 35 oh generously offered 10 refund wait cyber day maybe purchase,1.0 out of 5 stars,"Reviewed in the United States on January 28, 2022",returned blink doorbell thing hooked set go three attempt found back doorbell broken back asked replacement done asked replace doorbell either since doorbell sync 2 module purchased set return doorbell already mounted 12 camera remove camera worthless without doorbell sync 2 module frustrating top bought doorbell sync set black friday sale really good price replace set would pay difference additional 35 oh generously offered 10 refund wait cyber day maybe purchasereturned,0.9953861832618712,NEGATIVE,"['sync', 'attempt', 'refund', 'doorbell', 'day', 'module', 'thing', 'additional', 'difference', 'replacement']"
290,290,Central New York Shopper,work really well quite happy almost 1 month,affordable door bell impressed well work one thing noticed could use bit improvement would coverage bit le would like one side dont know since aimed straight ahead definitely favor side thats fine get sight closer see sends notification speaking part work well notification picked away home whether mean reach phone feeding ipad sending phone cant tell nice know whats going away havent hooked amazon device yet shall see want feel need right work fine,5.0 out of 5 stars,"Reviewed in the United States on December 21, 2021",affordable door bell impressed well work one thing noticed could use bit improvement would coverage bit le would like one side dont know since aimed straight ahead definitely favor side thats fine get sight closer see sends notification speaking part work well notification picked away home whether mean reach phone feeding ipad sending phone cant tell nice know whats going away havent hooked amazon device yet shall see want feel need right work finework really well quite happy almost 1 month,0.9973710775375366,POSITIVE,"['bit', 'feeding', 'feel', 'phone', 'device', 'ipad', 'thing', 'nice', 'happy', 'month']"
291,291,J Mama,good true please read review 5 star buying,review may sound biased even hatred purchase blink doorbell sync module 2 sale nov 29 2021 65 15 usb flash drive wont recommend buying full price unless type person monthly subscription user mean great device subscriptionwithout subscription kinda suck live apartment complex needed kind camera record delivery package since package get stolen common area apartment general opinion also hate subscription fee way many subscription day blink doorbell cheaper option v rest doorbell marketthe truth free 1month trial period doorbell turn security camera function left record motion detection onto flash drive connecting sync module 2 ability view video footage without paying extra sold buying biggest complaint record motion detection footage without subscription longer able record footage someone walking youre door pressing physical button second complaint us expensive battery ability use rechargeable battery cmon 2022this doorbell get 3 star generous one whole month unplug replug sync module 2 many time randomly stop recording footage flash drive even though get notification motion detected front door feature left doesnt even work properly nonsubscription user amazon please work sync module 2 need kind feature like button app reset im home time keep unplug replug start recording onto flash drive againoh guess thing dont complaint work great alexa integration,3.0 out of 5 stars,"Reviewed in the United States on January 26, 2022",review may sound biased even hatred purchase blink doorbell sync module 2 sale nov 29 2021 65 15 usb flash drive wont recommend buying full price unless type person monthly subscription user mean great device subscriptionwithout subscription kinda suck live apartment complex needed kind camera record delivery package since package get stolen common area apartment general opinion also hate subscription fee way many subscription day blink doorbell cheaper option v rest doorbell marketthe truth free 1month trial period doorbell turn security camera function left record motion detection onto flash drive connecting sync module 2 ability view video footage without paying extra sold buying biggest complaint record motion detection footage without subscription longer able record footage someone walking youre door pressing physical button second complaint us expensive battery ability use rechargeable battery cmon 2022this doorbell get 3 star generous one whole month unplug replug sync module 2 many time randomly stop recording footage flash drive even though get notification motion detected front door feature left doesnt even work properly nonsubscription user amazon please work sync module 2 need kind feature like button app reset im home time keep unplug replug start recording onto flash drive againoh guess thing dont complaint work great alexa integrationgood true please read review 5 star buying,0.997227132320404,NEGATIVE,"['detection', 'package', 'complaint', 'day', 'rest', 'truth', 'sale', 'video', 'price', 'function']"
292,292,Debborah Richmond,affordable wireless doorbell cam,great alternative ring polished expensive product pretty simple setupa thing keep mind1 setup sync module first camera also usb flash drive ready storage2 also setup zone way camera doesnt record time kill battery prematurely3 enable alexa integration allow notification charm echo device besides phonesa couple feature enhancement make better sd micro sd instead usb flash drive save space builtin charm sync module definitely help family member may access app may want link alexa echo device since sync module requires direct power anyways adding charm make simple usersnot sure battery hold update detail,5.0 out of 5 stars,"Reviewed in the United States on December 23, 2021",great alternative ring polished expensive product pretty simple setupa thing keep mind1 setup sync module first camera also usb flash drive ready storage2 also setup zone way camera doesnt record time kill battery prematurely3 enable alexa integration allow notification charm echo device besides phonesa couple feature enhancement make better sd micro sd instead usb flash drive save space builtin charm sync module definitely help family member may access app may want link alexa echo device since sync module requires direct power anyways adding charm make simple usersnot sure battery hold update detailaffordable wireless doorbell cam,0.6910721063613892,NEGATIVE,"['sync', 'expensive', 'ready', 'product', 'way', 'family', 'device', 'power', 'phonesa', 'doorbell']"
293,293,Marisol,compatibility issue wifi router,ton issue blink doorbell solved moved blink device different wifi routerusing previous router working wireless device half video clip missing blink app error occurred configuration saving setting blink app usually failed take snapshot bring live video doorbell locked required battery removed reset clip backup failure intermittently occurred cloud sync module 2 usb drive etc issue went away new wifi routernow biggest annoyance motion detection enabled get notification phone every time car go street least there video clip recorded,3.0 out of 5 stars,"Reviewed in the United States on December 17, 2021",ton issue blink doorbell solved moved blink device different wifi routerusing previous router working wireless device half video clip missing blink app error occurred configuration saving setting blink app usually failed take snapshot bring live video doorbell locked required battery removed reset clip backup failure intermittently occurred cloud sync module 2 usb drive etc issue went away new wifi routernow biggest annoyance motion detection enabled get notification phone every time car go street least there video clip recordedcompatibility issue wifi router,0.998933970928192,NEGATIVE,"['previous', 'sync', 'detection', 'cloud', 'phone', 'device', 'doorbell', 'different', 'module', 'motion']"
294,294,Taylor Jade,returning,need absolute best wifi planet earth even workdoes door bell chime inside house need phone timesloading live view impossible included shortened video went longerthis product work want toit 3 hour hate returning iti like quality picture sound wanted good wireless camera wire doorbell already use offered multiple site went uhm wth bad choiceat night outdoor light 2 ft distorts whole camera view take porch light get okay viewpicks every motion fall leaf falling also delayed response notification wow really wanted like product likely buy ring camera,3.0 out of 5 stars,"Reviewed in the United States on December 6, 2021",need absolute best wifi planet earth even workdoes door bell chime inside house need phone timesloading live view impossible included shortened video went longerthis product work want toit 3 hour hate returning iti like quality picture sound wanted good wireless camera wire doorbell already use offered multiple site went uhm wth bad choiceat night outdoor light 2 ft distorts whole camera view take porch light get okay viewpicks every motion fall leaf falling also delayed response notification wow really wanted like product likely buy ring camerareturning,0.9985111355781556,NEGATIVE,"['leaf', 'timesloading', 'toit', 'uhm', 'choiceat', 'wth', 'product', 'phone', 'doorbell']"
295,295,Taylor Jade,great video door bell,great video doorbell price may highquality video advanced feature competitor market job well plus decided get blink doorbell since home many blink camera indoor outdoor price seems right include corner wedge mount cost additional 13 dollar 8 get sale given corner wedge essential part doorbell side door thought oversight blink include since penny dollar could included part video quality good day bit trouble dealing front sun night video ok grainy work,4.0 out of 5 stars,"Reviewed in the United States on November 8, 2021",great video doorbell price may highquality video advanced feature competitor market job well plus decided get blink doorbell since home many blink camera indoor outdoor price seems right include corner wedge mount cost additional 13 dollar 8 get sale given corner wedge essential part doorbell side door thought oversight blink include since penny dollar could included part video quality good day bit trouble dealing front sun night video ok grainy workgreat video door bell,0.9680290818214417,NEGATIVE,"['indoor', 'bit', 'highquality', 'oversight', 'workgreat', 'job', 'doorbell', 'day', 'additional', 'sale']"
296,296,Bob k,fine except mounting process,agree reviewer struggled mount camera microphone work great easy connect existing blink account sync moduleworks well phone alexa show problem mounti watched video followed direction tried best get work vinyl sidingno problem connecting back piece siding couldnt get cameradoorbell part connect backpiece way could finally use connect back piece unit mounting use heavy duty double sided mounting tape connect outer glass door frame work heaven know ill able take apart need replace battery maybe theyll problem fixed time need service get new one fortunately price reasonable,3.0 out of 5 stars,"Reviewed in the United States on November 14, 2021",agree reviewer struggled mount camera microphone work great easy connect existing blink account sync moduleworks well phone alexa show problem mounti watched video followed direction tried best get work vinyl sidingno problem connecting back piece siding couldnt get cameradoorbell part connect backpiece way could finally use connect back piece unit mounting use heavy duty double sided mounting tape connect outer glass door frame work heaven know ill able take apart need replace battery maybe theyll problem fixed time need service get new one fortunately price reasonablefine except mounting process,0.9973478317260742,NEGATIVE,"['sync', 'problem', 'unit', 'reasonablefine', 'connect', 'outer', 'way', 'phone', 'ill', 'need']"
297,297,D. Finch,great video doorbell,got husband christmas installed existing doorbell wiring press button test humming sound continues time research found 40 plus year old door bell enough voltage make video door bell work properly need upgrade transformer existing door chime long story short idea old one dont want crawl around attic crawl space home found website addressed issue know thing plug transformer either around 20 upgrade transformer crawl around home search hidden transformer blink need option model video doorbell,4.0 out of 5 stars,"Reviewed in the United States on December 31, 2021",got husband christmas installed existing doorbell wiring press button test humming sound continues time research found 40 plus year old door bell enough voltage make video door bell work properly need upgrade transformer existing door chime long story short idea old one dont want crawl around attic crawl space home found website addressed issue know thing plug transformer either around 20 upgrade transformer crawl around home search hidden transformer blink need option model video doorbellgreat video doorbell,0.9919083714485168,NEGATIVE,"['doorbellgreat', 'wiring', 'old', 'upgrade', 'crawl', 'doorbell', 'website', 'search', 'thing', 'press']"
298,298,Rusty Nuts,come amazon much better,first tried ring two nonworking unit countless fruitless frustrating hour gave reason decided try blink learnproseasy installation need drill holesmonthly service reasonableconsthe two year battery died 40 daysthe doorbell ring alexa notifies people blink installed device great house sitter company overyou change field view like could ring device picking road armed constantly going offthere tends lag trying view motion doorbell activity even excellent wifioverall amazon missed mark,1.0 out of 5 stars,"Reviewed in the United States on January 14, 2022",first tried ring two nonworking unit countless fruitless frustrating hour gave reason decided try blink learnproseasy installation need drill holesmonthly service reasonableconsthe two year battery died 40 daysthe doorbell ring alexa notifies people blink installed device great house sitter company overyou change field view like could ring device picking road armed constantly going offthere tends lag trying view motion doorbell activity even excellent wifioverall amazon missed markcome amazon much better,0.9984468817710876,NEGATIVE,"['fruitless', 'company', 'unit', 'learnproseasy', 'nonworking', 'doorbell', 'device', 'house', 'motion', 'daysthe']"
299,299,Silo Sam,much trouble install,spent two week countless support call talked least 6 different tech support 2 replacement unites finally get doorbell connect networkboth time unit determined firmware issue join system together sync module however would connect separately without sync modulealso according tech support since 30 wireless device connect router door bell wont connect multiple camera smarthome device work fine route never got blamed many devicessome problem camera appears work one task time motion detected cant view live dont get door bell button press notificationsalso take long time view recently recorded clip see motion notification take long time recording viewed sync module recording cloud subscription clip viewable almost instantly recording,3.0 out of 5 stars,"Reviewed in the United States on January 6, 2022",spent two week countless support call talked least 6 different tech support 2 replacement unites finally get doorbell connect networkboth time unit determined firmware issue join system together sync module however would connect separately without sync modulealso according tech support since 30 wireless device connect router door bell wont connect multiple camera smarthome device work fine route never got blamed many devicessome problem camera appears work one task time motion detected cant view live dont get door bell button press notificationsalso take long time view recently recorded clip see motion notification take long time recording viewed sync module recording cloud subscription clip viewable almost instantly recordingmuch trouble install,0.9923793077468872,NEGATIVE,"['firmware', 'sync', 'smarthome', 'problem', 'cloud', 'unit', 'connect', 'route', 'device', 'different']"
300,300,Yuri Contreras,stay away back plate issue poor design,try brief complaint people saying doorbell click back plate true blink credit customer great acknowledged poorly designed doorbell sending replacement wait see wow child design experience drew something engineering team decided go lucky enough get unit stick backplate still worry break ever need replace battery remove unit wall clip flimsy overall cheap quality doorbell let considering camera system top notch got doorbell definitely dropped ball one,1.0 out of 5 stars,"Reviewed in the United States on December 1, 2021",try brief complaint people saying doorbell click back plate true blink credit customer great acknowledged poorly designed doorbell sending replacement wait see wow child design experience drew something engineering team decided go lucky enough get unit stick backplate still worry break ever need replace battery remove unit wall clip flimsy overall cheap quality doorbell let considering camera system top notch got doorbell definitely dropped ball onestay away back plate issue poor design,0.9992399215698242,NEGATIVE,"['stick', 'unit', 'complaint', 'doorbell', 'experience', 'child', 'credit', 'replacement', 'poor', 'engineering']"
301,301,Melissa Holden,almost useless,communicating door bell useless least 5 second delay happens porch see hear phone pick sound well enough speaker sound like garbled mess tech support act like internet thats problem device house issue network motion detection work well notifies every movement video actually upload,1.0 out of 5 stars,"Reviewed in the United States on November 21, 2021",communicating door bell useless least 5 second delay happens porch see hear phone pick sound well enough speaker sound like garbled mess tech support act like internet thats problem device house issue network motion detection work well notifies every movement video actually uploadalmost useless,0.999081015586853,NEGATIVE,"['detection', 'problem', 'useless', 'phone', 'device', 'house', 'speaker', 'motion', 'mess', 'video']"
302,302,James M,useless,bought cheaper alternative ring doorbell also owned returned motion sensing terrible either get every single motion detection none got point shut notification tired seeing car drive house also 2 month already changed battery 4 time cheap easy last battery change dropped network reconnect great considering sign yearly plan say trial period longer save recording without subscription basically making totally useless basic plan bought 30 year actually thought reasonable camera prop repel bad apple messing house connect record anything definitely recommend,1.0 out of 5 stars,"Reviewed in the United States on January 15, 2022",bought cheaper alternative ring doorbell also owned returned motion sensing terrible either get every single motion detection none got point shut notification tired seeing car drive house also 2 month already changed battery 4 time cheap easy last battery change dropped network reconnect great considering sign yearly plan say trial period longer save recording without subscription basically making totally useless basic plan bought 30 year actually thought reasonable camera prop repel bad apple messing house connect record anything definitely recommenduseless,0.9977317452430724,NEGATIVE,"['tired', 'detection', 'useless', 'reasonable', 'record', 'doorbell', 'house', 'recording', 'motion', 'single']"
303,303,Susan,like blink device used ring device,live modei sure doorbell work people looking check happens around time time beware device live video option odd considering blink device mainly used live video surveillance motion detection wait someone press doorbell button get membership detect movement could set armed mode dealing unwanted notification door bell aim busy streetset upset wasnt hard used command strip test device mounting see others refer say hard mount plastic part use drill device wall line well device prong attach force fearing would crack breakin end returning rather pay little device definitely use settle wait til company release basic feature device already,2.0 out of 5 stars,"Reviewed in the United States on November 16, 2021",live modei sure doorbell work people looking check happens around time time beware device live video option odd considering blink device mainly used live video surveillance motion detection wait someone press doorbell button get membership detect movement could set armed mode dealing unwanted notification door bell aim busy streetset upset wasnt hard used command strip test device mounting see others refer say hard mount plastic part use drill device wall line well device prong attach force fearing would crack breakin end returning rather pay little device definitely use settle wait til company release basic feature device alreadylike blink device used ring device,0.9976376295089722,NEGATIVE,"['detection', 'modei', 'breakin', 'company', 'alreadylike', 'device', 'doorbell', 'motion', 'press', 'force']"
304,304,M Wallacito,installation journey blink doorbell,week long journey get blink doorbell work phone support first two call helpful wouldnt listen stating problem sent new backplate really issue time said call electrican knew wasnt issue called third time connected technical support helpful lead app instruction wired doorbell step indicate app voltage low voltage within range acceptable doorbell done continued app instruction doorbell work fine follow direction app especially wired doorbell big thank blink tech dept,3.0 out of 5 stars,"Reviewed in the United States on November 18, 2021",week long journey get blink doorbell work phone support first two call helpful wouldnt listen stating problem sent new backplate really issue time said call electrican knew wasnt issue called third time connected technical support helpful lead app instruction wired doorbell step indicate app voltage low voltage within range acceptable doorbell done continued app instruction doorbell work fine follow direction app especially wired doorbell big thank blink tech deptinstallation journey blink doorbell,0.8839722275733948,NEGATIVE,"['problem', 'phone', 'doorbell', 'step', 'new', 'electrican', 'time', 'instruction', 'low', 'blink']"
305,305,Karl,blink doorbell,hesitant purchase based review mounting problem replace ring doorbell blink doorbell since blink camera absolutely problem mounting took 5 minute working well update 30 day free trialupdate camera sync module blinking green wont read wifi device working fine strong wifi dont even bother contact customer service blame wifi even though camera working fine weeksupdate 2 working day trying reset device suddenly started working dont know blink server end probably notify u case give one chance pay subscription plan,3.0 out of 5 stars,"Reviewed in the United States on December 15, 2021",hesitant purchase based review mounting problem replace ring doorbell blink doorbell since blink camera absolutely problem mounting took 5 minute working well update 30 day free trialupdate camera sync module blinking green wont read wifi device working fine strong wifi dont even bother contact customer service blame wifi even though camera working fine weeksupdate 2 working day trying reset device suddenly started working dont know blink server end probably notify u case give one chance pay subscription planblink doorbell,0.979936957359314,NEGATIVE,"['sync', 'chance', 'problem', 'case', 'free', 'review', 'strong', 'doorbell', 'day', 'device']"
306,306,Tenaesia,live view extremely hit miss,husband got blink camera system wanted external security camera live rental wired option said battery powered security option limited blink seemed like perfect solutionit anyone capability wire system would recommend blink often get error message saying live view failed attempt look camera yet able successfully look doorbell pick motion clip clear camera frustrating usadditionally unable set zone doorbell allow update thumbnail check zone live view unresponsive overall recommend camera suffice somewhere wire,3.0 out of 5 stars,"Reviewed in the United States on November 30, 2021",husband got blink camera system wanted external security camera live rental wired option said battery powered security option limited blink seemed like perfect solutionit anyone capability wire system would recommend blink often get error message saying live view failed attempt look camera yet able successfully look doorbell pick motion clip clear camera frustrating usadditionally unable set zone doorbell allow update thumbnail check zone live view unresponsive overall recommend camera suffice somewhere wirelive view extremely hit miss,0.99857497215271,NEGATIVE,"['thumbnail', 'attempt', 'doorbell', 'motion', 'recommend', 'capability', 'check', 'miss', 'security', 'rental']"
307,307,Amanda B.,powering doorbell,awaregood little front doorbell camera motion sensor great battery installed power camera wired chime month usage would say low battery thought wiring home chime doorbell draw power transformer reading online wrong blink doorbell power 2x aa battery wired connection hooking home chime blink doorbell can not power wired connection please aware required 1624v wired connection power doorbell worse designed flaw would give 5 star camera actually powered wired connectionupdating review 3 4 stars1012022was recently contacted amazon blink specialist issue blink doorbell camera support spot able help clarified issue had1verified blink doorbell camera powered wired connection 2 aa battery required2 sending sync module help make doorbell battery last longer hopefully make battery last month3 description picture clearly state wired connection power camera support team sent concern marketing team4i bumped review 4 star support team fast action responds,4.0 out of 5 stars,"Reviewed in the United States on December 17, 2021",awaregood little front doorbell camera motion sensor great battery installed power camera wired chime month usage would say low battery thought wiring home chime doorbell draw power transformer reading online wrong blink doorbell power 2x aa battery wired connection hooking home chime blink doorbell can not power wired connection please aware required 1624v wired connection power doorbell worse designed flaw would give 5 star camera actually powered wired connectionupdating review 3 4 stars1012022was recently contacted amazon blink specialist issue blink doorbell camera support spot able help clarified issue had1verified blink doorbell camera powered wired connection 2 aa battery required2 sending sync module help make doorbell battery last longer hopefully make battery last month3 description picture clearly state wired connection power camera support team sent concern marketing team4i bumped review 4 star support team fast action respondspowering doorbell,0.9981258511543274,NEGATIVE,"['thought', 'sync', 'review', 'state', 'doorbell', 'power', 'had1verified', 'sensor', 'motion', 'star']"
308,308,Malcolm,affordable smart doorbell,recently month ago started looking replace old smart doorbell found good deal blink doorbell already blink camera didnt buy additional sync module way dont already blink sync module buy additional costoverall camera working good video quality good night vision inmproved alexa integration done well automated doorbell telecast echo show door bell pressed sound quality improved trouble good buy recomend already blink sync module blink camera tied blink ecosystem buying sync module add dosent keep door bell price effectivein addition like one opt monthly subscription store video locally blink sync module thats big cost saving,4.0 out of 5 stars,"Reviewed in the United States on February 9, 2022",recently month ago started looking replace old smart doorbell found good deal blink doorbell already blink camera didnt buy additional sync module way dont already blink sync module buy additional costoverall camera working good video quality good night vision inmproved alexa integration done well automated doorbell telecast echo show door bell pressed sound quality improved trouble good buy recomend already blink sync module blink camera tied blink ecosystem buying sync module add dosent keep door bell price effectivein addition like one opt monthly subscription store video locally blink sync module thats big cost savingaffordable smart doorbell,0.9811490774154664,NEGATIVE,"['sync', 'old', 'cost', 'way', 'dosent', 'doorbell', 'module', 'additional', 'echo', 'integration']"
309,309,Len,doorbell complete garbage cheap back cover horrible,waste money whole system blink camera doorbell cheaply put together back cover break fall get chance hang hang certainly fall slightest touch,1.0 out of 5 stars,"Reviewed in the United States on October 30, 2021",waste money whole system blink camera doorbell cheaply put together back cover break fall get chance hang hang certainly fall slightest touchdoorbell complete garbage cheap back cover horrible,0.9997718930244446,NEGATIVE,"['chance', 'touchdoorbell', 'slightest', 'complete', 'cover', 'break', 'money', 'system', 'camera', 'cheap']"
