,User Name,Review Title,Review Text,Star,Review posted time,Total Description,ReviewDescription_score,ReviewDescription_Sentiment
234,SoggyNacho,okay could better,sure rating echo specifically integrates really alexa thing go truthfully little dot better sound quality echo show 8 really disappointed sound quality like manual button turn camera see feel like important look see camera rather hoping device supposed one thing like angled lot really inconvenient pretty much forced buy special stand 30 able angle downward useful angle try video call someone camera pretty much pointing ceiling amazon really screwed regarding alexa feel like voice feature touchier echo show dot dot housealmost every room dot get thing wrong anywhere near often echo show keep mind really vary device device several dot one dot pretty much get everything say wrong often answer hmmm dont know one also regarding echo show 8 cant control apps app screen amazon need step game application usable also touchy come ambient light room well lit device recognize alexa also prone losing one smart light bulb four one keep getting lost probably defective bulb though rather alexa thingoverall good purchase sorry got much better job video call quality facebook messenger iphone facetime said often go room dot voice command show seems stupid like difference asking two year old question asking 17 year old seriously pretty significant say amazon doesnt step game allowing application switch google around need stop offering stupid garbage like alexa tell dog joke alexa ruin day start adding compatible application least fix problem supposedly alexa compatible hardware isnt see bigger issue alexa software echo show specifically using month two thing listed concern oh case factor 5g compatible echo show function well 24 ghz connection well 5g connection provided cable company,3.0 out of 5 stars,"Reviewed in the United States on November 21, 2020",sure rating echo specifically integrates really alexa thing go truthfully little dot better sound quality echo show 8 really disappointed sound quality like manual button turn camera see feel like important look see camera rather hoping device supposed one thing like angled lot really inconvenient pretty much forced buy special stand 30 able angle downward useful angle try video call someone camera pretty much pointing ceiling amazon really screwed regarding alexa feel like voice feature touchier echo show dot dot housealmost every room dot get thing wrong anywhere near often echo show keep mind really vary device device several dot one dot pretty much get everything say wrong often answer hmmm dont know one also regarding echo show 8 cant control apps app screen amazon need step game application usable also touchy come ambient light room well lit device recognize alexa also prone losing one smart light bulb four one keep getting lost probably defective bulb though rather alexa thingoverall good purchase sorry got much better job video call quality facebook messenger iphone facetime said often go room dot voice command show seems stupid like difference asking two year old question asking 17 year old seriously pretty significant say amazon doesnt step game allowing application switch google around need stop offering stupid garbage like alexa tell dog joke alexa ruin day start adding compatible application least fix problem supposedly alexa compatible hardware isnt see bigger issue alexa software echo show specifically using month two thing listed concern oh case factor 5g compatible echo show function well 24 ghz connection well 5g connection provided cable companyokay could better,0.9990010857582092,NEGATIVE
235,Nevada Woodchuck,another account linked device,echo show 8 supposed late christmas gift got today mail everything looked brand new thats selected checkout renewed used show new receipt order piece paper amazon box arrived packaging damaged protective film show everything intact visually however echo show registered different person account somehow wont put name review privacy however must admit bit shocked first something expect tech giant amazon odd nonetheless amazon issued refund im happy still keep review 1 star since shouldnt happen regardless completely unprofessional amazon,1.0 out of 5 stars,"Reviewed in the United States on January 21, 2022",echo show 8 supposed late christmas gift got today mail everything looked brand new thats selected checkout renewed used show new receipt order piece paper amazon box arrived packaging damaged protective film show everything intact visually however echo show registered different person account somehow wont put name review privacy however must admit bit shocked first something expect tech giant amazon odd nonetheless amazon issued refund im happy still keep review 1 star since shouldnt happen regardless completely unprofessional amazonanother account linked device,0.9251791834831238,NEGATIVE
236,jlboygenius,purchase risk amazon doesnt hold warranty,two show rate 2 star voice recognition 1 star sound quality first one issue give command half time doesnt respond lock start playing loop repeat reboot ask play music 75 time sound like tin box requiring reboot fix issue last november seem resolved ive contacted amazon handful time state issue im asked wait moment dont come back last time let phone sit waiting watching movie hour later still response texted hello one waited texted againnothing warranty amazon doesnt come waste moneymy second one great blip expected nothing like first oneamazons electronic customer service joke hold product dont honor warrantypurchase risk,3.0 out of 5 stars,"Reviewed in the United States on February 16, 2021",two show rate 2 star voice recognition 1 star sound quality first one issue give command half time doesnt respond lock start playing loop repeat reboot ask play music 75 time sound like tin box requiring reboot fix issue last november seem resolved ive contacted amazon handful time state issue im asked wait moment dont come back last time let phone sit waiting watching movie hour later still response texted hello one waited texted againnothing warranty amazon doesnt come waste moneymy second one great blip expected nothing like first oneamazons electronic customer service joke hold product dont honor warrantypurchase riskpurchase risk amazon doesnt hold warranty,0.9960377216339111,NEGATIVE
237,read my review,blown away quality,ok like decade ago early adopter sony dash small tabletop alarm clock could show facebook post play music play netflix bunch stuff thing sony dash completely sucked interface clunky home screen customizable video playback always choppy year sony stopped supporting device together became paper weight probably somewhere 20082009 well ten year later picked amazon echo 8 blown away awesome sound quality great screen beautiful ease use amazing within minute connected prime video xm satellite radio stuff highly recommend addition room blown away,5.0 out of 5 stars,"Reviewed in the United States on December 6, 2019",ok like decade ago early adopter sony dash small tabletop alarm clock could show facebook post play music play netflix bunch stuff thing sony dash completely sucked interface clunky home screen customizable video playback always choppy year sony stopped supporting device together became paper weight probably somewhere 20082009 well ten year later picked amazon echo 8 blown away awesome sound quality great screen beautiful ease use amazing within minute connected prime video xm satellite radio stuff highly recommend addition room blown awayblown away quality,0.9944401979446411,NEGATIVE
238,"Kim, Mitch or Rich",,im really pleased debated size larger one ultimately decided would fit well space kitchen use viewing recipe playing music etc alexa device house dot daughter room account echo show 5 office fire cubewe turn voice activation cube open concept fighting husband hate anyway didnt mind daughter briefly moved dot room discovered using show kitchen near room setting dot moved back away doorive playing music spotify office walked kitchen see would play device would happen picked office one left office one stopped went back office much later playing kitchen start office big enough deal go see fix case anyone wanting functionality may want look upim pleased size hoping wouldnt regret getting larger one dont fit perfectly see screen fine ive issue husband worried id get bigger one office prefer smaller one,5.0 out of 5 stars,"Reviewed in the United States on December 27, 2019",im really pleased debated size larger one ultimately decided would fit well space kitchen use viewing recipe playing music etc alexa device house dot daughter room account echo show 5 office fire cubewe turn voice activation cube open concept fighting husband hate anyway didnt mind daughter briefly moved dot room discovered using show kitchen near room setting dot moved back away doorive playing music spotify office walked kitchen see would play device would happen picked office one left office one stopped went back office much later playing kitchen start office big enough deal go see fix case anyone wanting functionality may want look upim pleased size hoping wouldnt regret getting larger one dont fit perfectly see screen fine ive issue husband worried id get bigger one office prefer smaller one,0.8973264694213867,POSITIVE
239,Gary,skeptic turned fan,sure start let say skeptic turned side recently found need intercom system basement child hang play also wanted something kitchen see camera around property instead running phone constantly highly surprised got plus much announce child time come dinner operate light throughout home see anyone enters long driveway watch movie listen music cooking kidsi found skill bit annoying also learned much alexa displaying say way get rid havent tried absolutely love display amazon photo never walked kitchen smile cant wait order echo light bulbsi think sizing perfect buy swivel stand sits counter incase 5 kid spill anything,5.0 out of 5 stars,"Reviewed in the United States on January 28, 2020",sure start let say skeptic turned side recently found need intercom system basement child hang play also wanted something kitchen see camera around property instead running phone constantly highly surprised got plus much announce child time come dinner operate light throughout home see anyone enters long driveway watch movie listen music cooking kidsi found skill bit annoying also learned much alexa displaying say way get rid havent tried absolutely love display amazon photo never walked kitchen smile cant wait order echo light bulbsi think sizing perfect buy swivel stand sits counter incase 5 kid spill anythingskeptic turned fan,0.9969785213470459,NEGATIVE
240,Extraordinary Acoustics (Guitar Shop),worth without netflix,device basically amazon dictator box youll take exactly give nothing youll take exactly way give major frustration includelack adjustability device cost 50 cant stress ridiculous pay another 25 stand able adjust angle device sits table reallylack sound quality speaker device face front sounddoesnt come front device make difficult hear voice clearly youre trying keep volume lowlack netflix biggest frustrating one first netflix app minute beyond even go netflixcom either browser log clicking play video put loop keep taking back netflix page saying get free app incredibly annoying amazon insecure prime video wont even allow watch competing service web browser thing amazon youre really competing netflix complement guarantee didnt prime wouldnt subscribe separately prime video youre giving service membership force free service real video optionthat said guess kind anomaly last night cant duplicate morning tried opening netflix firefox got loop describe last night decided try silk browser different experience see screenshot echo open netflix app allow watch video using netflix app device however returned home screen unable get back netflix app going step silk put loop keep taking back page netflix asking alexa open netflix say video service yet available echo showi stress disappointing device enabling netflix app would make 4star device dont know theyre testing lucked one moment got working link netflix app clearly amazon say netflix app doesnt exist devicewhat give amazon,2.0 out of 5 stars,"Reviewed in the United States on November 21, 2020",device basically amazon dictator box youll take exactly give nothing youll take exactly way give major frustration includelack adjustability device cost 50 cant stress ridiculous pay another 25 stand able adjust angle device sits table reallylack sound quality speaker device face front sounddoesnt come front device make difficult hear voice clearly youre trying keep volume lowlack netflix biggest frustrating one first netflix app minute beyond even go netflixcom either browser log clicking play video put loop keep taking back netflix page saying get free app incredibly annoying amazon insecure prime video wont even allow watch competing service web browser thing amazon youre really competing netflix complement guarantee didnt prime wouldnt subscribe separately prime video youre giving service membership force free service real video optionthat said guess kind anomaly last night cant duplicate morning tried opening netflix firefox got loop describe last night decided try silk browser different experience see screenshot echo open netflix app allow watch video using netflix app device however returned home screen unable get back netflix app going step silk put loop keep taking back page netflix asking alexa open netflix say video service yet available echo showi stress disappointing device enabling netflix app would make 4star device dont know theyre testing lucked one moment got working link netflix app clearly amazon say netflix app doesnt exist devicewhat give amazonworth without netflix,0.9983708262443542,NEGATIVE
241,Common Cents,9iron short birdie,10 month use verdict great tasksfunctions need great1 microphone array horribly ineffective echo show 8 placed counter near back wall mean within 12 back wall get even worse act like normal person put kitchen counter cabinet near back wall try give information national cat herding day 5 time row trying run routine requires say good morning name ridiculous make device unusable intended purpose2 speaker set position near rear wall kitchen counter cabinet near rear wall sound bloated tubby muffled bass output far high even turn bass eq slider minimum setting still way much bass diana ross sound like barry whiteso many respect beautiful device unusable cant understand speak slowly clearly often understand responds second part isnt usually horrible often responds weird completely unrelated thing compared command see aboveso maybe moving microphone onto front baffle would help certainly permitting eq profile 250hz would permit boundary operation opposed free airim actually audio engineering society member retired professional audio engineer also avid audiophile im technically expert thing speak sarcasmso due consistently poor performance two critical area im forced rate one star tell avoid youre going use near back wall kitchen counter,1.0 out of 5 stars,"Reviewed in the United States on February 17, 2020",10 month use verdict great tasksfunctions need great1 microphone array horribly ineffective echo show 8 placed counter near back wall mean within 12 back wall get even worse act like normal person put kitchen counter cabinet near back wall try give information national cat herding day 5 time row trying run routine requires say good morning name ridiculous make device unusable intended purpose2 speaker set position near rear wall kitchen counter cabinet near rear wall sound bloated tubby muffled bass output far high even turn bass eq slider minimum setting still way much bass diana ross sound like barry whiteso many respect beautiful device unusable cant understand speak slowly clearly often understand responds second part isnt usually horrible often responds weird completely unrelated thing compared command see aboveso maybe moving microphone onto front baffle would help certainly permitting eq profile 250hz would permit boundary operation opposed free airim actually audio engineering society member retired professional audio engineer also avid audiophile im technically expert thing speak sarcasmso due consistently poor performance two critical area im forced rate one star tell avoid youre going use near back wall kitchen counter9iron short birdie,0.9993652701377869,NEGATIVE
242,Mallory Johnston,current take show alexa,5 8 review plus feedback alexa general screen cool bit annoying cant get rid alexa tip screen know thing ask alexa dont know tutorial section go would enough wish cool background 8 5 although like use pic facebook show misunderstand quite bit echo frustrating ill ask volume set 5 told set scale 1 10 ask 6 get 9 one example time get misunderstood also despite set brief still feel like bit long winded ill ask music everywhere song 10 second device shes done talking thing need said ask music everywhere dont need told playing everywhere fact playing everywhere needi wish alexa better learning verbally ask shuffle repeat example white noise skill use shell boldly announce shell remember setting next time never case device always turn shuffle repeat back playlist playlist even speaker 5 abysmal 8 actually pretty good good better echo 5 basically glorified alarm clock speaking white noise skill really hard speaker odd amazon would allow skill developed damage devicesi wish better integration 3rd party device camera geeni cant view show cant even verbally control except turning onoffthen thing feel like cant example music playing one device wish could say expand everywhere somesuch music switch everywhere vice versa instead ask everything start also wish could connect everywhere bluetooth issue ive since beginning want able play music natively phone everywherei wish could watch prime video show considering common screen based smart device come whole gamut streaming apps odd show offer know review sound largely negative like show potential review meant constructive,3.0 out of 5 stars,"Reviewed in the United States on February 9, 2020",5 8 review plus feedback alexa general screen cool bit annoying cant get rid alexa tip screen know thing ask alexa dont know tutorial section go would enough wish cool background 8 5 although like use pic facebook show misunderstand quite bit echo frustrating ill ask volume set 5 told set scale 1 10 ask 6 get 9 one example time get misunderstood also despite set brief still feel like bit long winded ill ask music everywhere song 10 second device shes done talking thing need said ask music everywhere dont need told playing everywhere fact playing everywhere needi wish alexa better learning verbally ask shuffle repeat example white noise skill use shell boldly announce shell remember setting next time never case device always turn shuffle repeat back playlist playlist even speaker 5 abysmal 8 actually pretty good good better echo 5 basically glorified alarm clock speaking white noise skill really hard speaker odd amazon would allow skill developed damage devicesi wish better integration 3rd party device camera geeni cant view show cant even verbally control except turning onoffthen thing feel like cant example music playing one device wish could say expand everywhere somesuch music switch everywhere vice versa instead ask everything start also wish could connect everywhere bluetooth issue ive since beginning want able play music natively phone everywherei wish could watch prime video show considering common screen based smart device come whole gamut streaming apps odd show offer know review sound largely negative like show potential review meant constructivecurrent take show alexa,0.9982361793518066,NEGATIVE
243,KG,annoying thing try,seriously hate almost throwing int garbage keep giving annoying thing try already disable app device keep annoying keep buy expensive device advertsement time,1.0 out of 5 stars,"Reviewed in the United States on November 29, 2020",seriously hate almost throwing int garbage keep giving annoying thing try already disable app device keep annoying keep buy expensive device advertsement timeannoying thing try,0.9988069534301758,NEGATIVE
244,Jerry Nowlin,bigger lot betterthan echo 5 worse case,main reason buying echo 8 bigger screen go well would expect everything else except perhaps sound quality put behind echo 5 term quality extrasthe screen larger seems bit washed compared 5 far fewer customization option term clock face background would expect better sound quality given larger cabinet presumably larger speaker really much better marginally perhapsalso since bigger screen wedge form factor 5 entire device much much larger might make suitable place space premiumi wanted mainly kitchen calling recipe easier see le scrolling smaller echo 5 screen mission accomplished although large barely fit wanted put bit disappointed downgradesone upside seems handle wakeup better 5 sure 5 always seemed bit hard hearing perhaps many alexa device scattered house fighting control whole esp thing supposed make closest one respond didnt work well 5 one responsive unless lot ambient noise,3.0 out of 5 stars,"Reviewed in the United States on December 30, 2019",main reason buying echo 8 bigger screen go well would expect everything else except perhaps sound quality put behind echo 5 term quality extrasthe screen larger seems bit washed compared 5 far fewer customization option term clock face background would expect better sound quality given larger cabinet presumably larger speaker really much better marginally perhapsalso since bigger screen wedge form factor 5 entire device much much larger might make suitable place space premiumi wanted mainly kitchen calling recipe easier see le scrolling smaller echo 5 screen mission accomplished although large barely fit wanted put bit disappointed downgradesone upside seems handle wakeup better 5 sure 5 always seemed bit hard hearing perhaps many alexa device scattered house fighting control whole esp thing supposed make closest one respond didnt work well 5 one responsive unless lot ambient noisebigger lot betterthan echo 5 worse case,0.9988625049591064,NEGATIVE
245,Notorious HOBG,highly disappointing showcase picture,got device sole intent display picture stored amazon drive disappointing experience setup straight forward clearly displaying picture side option main point device picture displayed inverted order stored online recent one 1st shufflingrandomization option 50000 picture big disappointment would loved surprised picture come next picture displaying speed never changed despite changing setting device device got stuck 1 picture 1 week use restarted picture displayed despite still connected amazon account clearly low quality programming couldnt get rid ai interface even never use best could turn camera microphone get visible red band bottom screen occasional written message screen entice use ai tried saying surprising knowing competitor device able display picture year well much feel like getting flip phone ordered smartphone couldnt find another device display picture stored amazon drive making consider moving back another cloud provider,1.0 out of 5 stars,"Reviewed in the United States on August 3, 2020",got device sole intent display picture stored amazon drive disappointing experience setup straight forward clearly displaying picture side option main point device picture displayed inverted order stored online recent one 1st shufflingrandomization option 50000 picture big disappointment would loved surprised picture come next picture displaying speed never changed despite changing setting device device got stuck 1 picture 1 week use restarted picture displayed despite still connected amazon account clearly low quality programming couldnt get rid ai interface even never use best could turn camera microphone get visible red band bottom screen occasional written message screen entice use ai tried saying surprising knowing competitor device able display picture year well much feel like getting flip phone ordered smartphone couldnt find another device display picture stored amazon drive making consider moving back another cloud providerhighly disappointing showcase picture,0.9988629817962646,NEGATIVE
246,Ms. Donna,love echo show 8,bought already echo show echo show 5 love echo show 8 perfect compromise echo show echo show 5 larger 8 inch screen great poor eyesight sound quality amazing device size started placing echo every room echo show 3 5 amazon done excellent job continuing update add feature echo show whats play nicely every product say competition device well youre thinking getting one wont disappointed week im sure ill hear family member saying love echo 8 got christmas,5.0 out of 5 stars,"Reviewed in the United States on December 18, 2019",bought already echo show echo show 5 love echo show 8 perfect compromise echo show echo show 5 larger 8 inch screen great poor eyesight sound quality amazing device size started placing echo every room echo show 3 5 amazon done excellent job continuing update add feature echo show whats play nicely every product say competition device well youre thinking getting one wont disappointed week im sure ill hear family member saying love echo 8 got christmaslove echo show 8,0.7832248210906982,NEGATIVE
247,Dougie Quick,ad machine,really want like thing sound great look great work flawlessly use use every day routine set music light overall like one glaring flaw everyone pointed already ad try statement annoying enough saw full screen add watch anime hulu yesterday heck amazon make enough money without trying shove ad bedside clock want clock alexa nice speaker built dont need want constant demo mode product try statement sure hell want ad also want full screen clock option instead crappy 1 inch clock freaking 8 inch screen im keeping gift couldnt return wanted honestly basic programming 30 pi computer could make way better echo show thats probably im gon na dont listen review saying anything otherwise paid promoted amazon doesnt want angry review trashing product top dont buy thing,3.0 out of 5 stars,"Reviewed in the United States on August 14, 2020",really want like thing sound great look great work flawlessly use use every day routine set music light overall like one glaring flaw everyone pointed already ad try statement annoying enough saw full screen add watch anime hulu yesterday heck amazon make enough money without trying shove ad bedside clock want clock alexa nice speaker built dont need want constant demo mode product try statement sure hell want ad also want full screen clock option instead crappy 1 inch clock freaking 8 inch screen im keeping gift couldnt return wanted honestly basic programming 30 pi computer could make way better echo show thats probably im gon na dont listen review saying anything otherwise paid promoted amazon doesnt want angry review trashing product top dont buy thingad machine,0.9965639710426331,NEGATIVE
248,LJ,excellent connecting 96 yearold fatherinlaw pandemic,looking something would allow family member communicate 96 yearold fatherinlaw especially pandemic senior living facility stay pretty much shut covid19 hit state could still talk fatherinlaw via cell phone due advanced age getting harder harder remember correctly use cell phone senior living facility also allowed zoom call schedule ahead timeafter research seemed though option pretty limited started looking amazon show intrigued drop feature allows video call using show cell phonetablet alexa app loaded onto nice thing person show doesnt thing receive call need stand front show seen show short time period 5 second person originating call shown fuzzy screen person show hears chime let know someone dropping allows person scoot view show presentablei bit frustrated didnt seem much documentation set drop feature looked ebooks scoured internet article exact step setting drop feature seemed pretty straight forward reason setup didnt go smoothly took quite hour figure setting wanted alexa app ie dont load contact phone onto account add family member show setup could drop fatherinlaw everything set working like champ multiple family member able clearly see talk fatherinlaw using showa thing know setting drop feature 1 need connect show wireless network facility fatherinlaw life wifi network husband happened catch window opportunity could physically visit dad one day last june time set show fatherinlaws room used one wall mount show available amazon connected wifi 2 set show person want drop fatherinlaw amazon alexa app downloaded onto phone signed amazon account 3 show connected account call main account need go whichever designate main account communicate area show set allow permission given person identified phone number drop onto showsome family member concerned loading phone contact alexa app others concerned allowing alexa app listen hey alexa key word feature turned user settingswe used show drop fatherinlaw tonight comforting see still ok felt much connected talking phone type communication really came handy fatherinlaw fell pandemic visitor arent allowed care facility staff assessment assessment sisterinlaw dropped able see staff action drop feature definitely worth weight gold especially come keeping tab senior loved one life,5.0 out of 5 stars,"Reviewed in the United States on August 20, 2020",looking something would allow family member communicate 96 yearold fatherinlaw especially pandemic senior living facility stay pretty much shut covid19 hit state could still talk fatherinlaw via cell phone due advanced age getting harder harder remember correctly use cell phone senior living facility also allowed zoom call schedule ahead timeafter research seemed though option pretty limited started looking amazon show intrigued drop feature allows video call using show cell phonetablet alexa app loaded onto nice thing person show doesnt thing receive call need stand front show seen show short time period 5 second person originating call shown fuzzy screen person show hears chime let know someone dropping allows person scoot view show presentablei bit frustrated didnt seem much documentation set drop feature looked ebooks scoured internet article exact step setting drop feature seemed pretty straight forward reason setup didnt go smoothly took quite hour figure setting wanted alexa app ie dont load contact phone onto account add family member show setup could drop fatherinlaw everything set working like champ multiple family member able clearly see talk fatherinlaw using showa thing know setting drop feature 1 need connect show wireless network facility fatherinlaw life wifi network husband happened catch window opportunity could physically visit dad one day last june time set show fatherinlaws room used one wall mount show available amazon connected wifi 2 set show person want drop fatherinlaw amazon alexa app downloaded onto phone signed amazon account 3 show connected account call main account need go whichever designate main account communicate area show set allow permission given person identified phone number drop onto showsome family member concerned loading phone contact alexa app others concerned allowing alexa app listen hey alexa key word feature turned user settingswe used show drop fatherinlaw tonight comforting see still ok felt much connected talking phone type communication really came handy fatherinlaw fell pandemic visitor arent allowed care facility staff assessment assessment sisterinlaw dropped able see staff action drop feature definitely worth weight gold especially come keeping tab senior loved one lifeexcellent connecting 96 yearold fatherinlaw pandemic,0.9965687990188599,NEGATIVE
249,Mark Reeves and the Tech Truth,work reolink camera show,unit slick beautiful display clear voice mostly good voice recognition hate must use phone yet another app another login time amazon intergrade unit home wifi network dont get youre agreeing another set 10thousand unread statement legalese designed put completely fault risk anything everything go wrong giving away another set usernames password personal information stupid display download anything pertaining functionality come phone app worst true name echo show cant use work camera phone bought first place show camera live image ask use touch screen scroll home security screen select camera view thats get took hour searching find like access cable fios satellite internet house cell phone router machine eat limited data plan slow router sent every option turned manual help get set like would want need hunt scroll peck hundred touch screen line experiment voice command scour internet site find command try get bidding chew hundred megabyte data plan tell whether wanted know latest receipt sport highlight weather haiti asks want hear joke breakfast lastly answer use device receive notification talk visitor front door reolink camera look happen notice someone standing looking window first place thats real smart home convenienceif one lucky one gotten thing work advertised reolink camera please post setup dont time patience inclination sit around pc hunt clue set rarely need know weather part world sending mine back refund time run,1.0 out of 5 stars,"Reviewed in the United States on July 1, 2021",unit slick beautiful display clear voice mostly good voice recognition hate must use phone yet another app another login time amazon intergrade unit home wifi network dont get youre agreeing another set 10thousand unread statement legalese designed put completely fault risk anything everything go wrong giving away another set usernames password personal information stupid display download anything pertaining functionality come phone app worst true name echo show cant use work camera phone bought first place show camera live image ask use touch screen scroll home security screen select camera view thats get took hour searching find like access cable fios satellite internet house cell phone router machine eat limited data plan slow router sent every option turned manual help get set like would want need hunt scroll peck hundred touch screen line experiment voice command scour internet site find command try get bidding chew hundred megabyte data plan tell whether wanted know latest receipt sport highlight weather haiti asks want hear joke breakfast lastly answer use device receive notification talk visitor front door reolink camera look happen notice someone standing looking window first place thats real smart home convenienceif one lucky one gotten thing work advertised reolink camera please post setup dont time patience inclination sit around pc hunt clue set rarely need know weather part world sending mine back refund time runwork reolink camera show,0.9947620034217834,NEGATIVE
250,Laura,annoying nonstop alexa day suggestion cant turned,gift ive close year half 2 month become useless sent gifted ability drop video call family overseas order completely unplugged due reoccurring flashing notification alexa day disabled set disturb option unplug permanently might well unplug useless since longer useable gifted non feature good anymore see call dropping keep hoping fix nope since got ive bedroom view bed make alexa day flashing screen disturbing thing imagine watching tv guess would catch eye talking phone distraction face trying sleep hahahahaother annoying habit alexa since received cant say anything without giving whole paragraph feature want use cant play music time unless want spend money monthly music unlimited first got echo device played music wanted much wanted additional charge slow respond video ring device go ive given use phone point decide play music used show lyric could sing along awesome half song go back home screen matter much tell show lyric keep reverting home cant even get one song anymorewhy extra super duper annoying overseas family get feature included alexa netflix disney plus additional charge without constant advertising special price hikingannoying intrusive advertising usa customersyes disabled everything allows disable setting device phone alexa app user issue amazon want control soul take money issuedont waste money product way better option wont turn useless piece junk house im feeling super done amazon product service used huge customer gotten bigger richer gotten progressively worse get car go shopping locally ordering nowadays,1.0 out of 5 stars,"Reviewed in the United States on May 12, 2021",gift ive close year half 2 month become useless sent gifted ability drop video call family overseas order completely unplugged due reoccurring flashing notification alexa day disabled set disturb option unplug permanently might well unplug useless since longer useable gifted non feature good anymore see call dropping keep hoping fix nope since got ive bedroom view bed make alexa day flashing screen disturbing thing imagine watching tv guess would catch eye talking phone distraction face trying sleep hahahahaother annoying habit alexa since received cant say anything without giving whole paragraph feature want use cant play music time unless want spend money monthly music unlimited first got echo device played music wanted much wanted additional charge slow respond video ring device go ive given use phone point decide play music used show lyric could sing along awesome half song go back home screen matter much tell show lyric keep reverting home cant even get one song anymorewhy extra super duper annoying overseas family get feature included alexa netflix disney plus additional charge without constant advertising special price hikingannoying intrusive advertising usa customersyes disabled everything allows disable setting device phone alexa app user issue amazon want control soul take money issuedont waste money product way better option wont turn useless piece junk house im feeling super done amazon product service used huge customer gotten bigger richer gotten progressively worse get car go shopping locally ordering nowadaysannoying nonstop alexa day suggestion cant turned,0.9990742206573486,NEGATIVE
251,B. Fast,another alexa device,wanted add another device house upgraded echo show 8 replace 1st generation echo show moved older show spot house wanted device capability first thing found bit hard get hue light connected new device actually might easy caused issue delete original light twice get work correctly thing set zone kept adding light new device think finally got work old echo show time tell second thing noticed many people stated dislike try feature home screen amazon still ignored request turn dont want need need switch setting somewhere display tab get rid dont want people say way trying method fruitless doesnt turn im thinking one stated contacted amazon help told cant done correct third thing found bit annoying power connection device fine connector plug instead hard wired would touch convenient 90 degree plug instead straight plug stick bit far past body device back end longer already accommodate speaker little deep get wayoverall device seems good upgrade must new processor speedier previous one many thing get done lot faster one thing noticed four time faster turning screen go bed old one seemed linger three four second new one go almost instantly think many thing speedier well echo show 8 good intermediate size small big fact new configuration give another inch screen size body smaller height touch bigger depth original,4.0 out of 5 stars,"Reviewed in the United States on March 4, 2020",wanted add another device house upgraded echo show 8 replace 1st generation echo show moved older show spot house wanted device capability first thing found bit hard get hue light connected new device actually might easy caused issue delete original light twice get work correctly thing set zone kept adding light new device think finally got work old echo show time tell second thing noticed many people stated dislike try feature home screen amazon still ignored request turn dont want need need switch setting somewhere display tab get rid dont want people say way trying method fruitless doesnt turn im thinking one stated contacted amazon help told cant done correct third thing found bit annoying power connection device fine connector plug instead hard wired would touch convenient 90 degree plug instead straight plug stick bit far past body device back end longer already accommodate speaker little deep get wayoverall device seems good upgrade must new processor speedier previous one many thing get done lot faster one thing noticed four time faster turning screen go bed old one seemed linger three four second new one go almost instantly think many thing speedier well echo show 8 good intermediate size small big fact new configuration give another inch screen size body smaller height touch bigger depth originalanother alexa device,0.9951683282852173,NEGATIVE
252,B. Kolean,solid 45 rating,bought item sale read review sounded like solid buy travel entertainment system first let say would buy achieve better 3 star asis future firmware update allow better functionality revisit reviewpros1 good hd display show ive watched crystal clear menu interfaces2 touchscreen responsive work well sluggishness3 sound incredibly good compared echo product came fact would compare quality bose product good bose approach noticeable bass reproduction great explains weight product4 simple use minimal button gadget without sacrificing user interface touchscreen help lot regard manual slide switch cover camera lens good example simple 100 effective5 home screen fully configurable6 aesthetic allow fit almost decor without standing outcons1 edge sword sound quality weighty size wouldnt hog portion star however tradeoff worth worth mentioning youre going use portable entertainment center2 without separate stand viewing angle fixed3 biggie cost otherwise fantastic product one half star lack app functionality video apps interface prime video course hulu youtube va firefox big streamer apps netflix hbo max starz etc absent downloaded get google firefox browser going site logging doesnt help always prompt download app dont know limitation hardware resident streaming right competitor issuesor combination inclined believe isnt hardware software related fix rating solid 454 lack travel case make product vulnerable damage traveling small ask one wouldnt impact price point 5,3.0 out of 5 stars,"Reviewed in the United States on August 21, 2020",bought item sale read review sounded like solid buy travel entertainment system first let say would buy achieve better 3 star asis future firmware update allow better functionality revisit reviewpros1 good hd display show ive watched crystal clear menu interfaces2 touchscreen responsive work well sluggishness3 sound incredibly good compared echo product came fact would compare quality bose product good bose approach noticeable bass reproduction great explains weight product4 simple use minimal button gadget without sacrificing user interface touchscreen help lot regard manual slide switch cover camera lens good example simple 100 effective5 home screen fully configurable6 aesthetic allow fit almost decor without standing outcons1 edge sword sound quality weighty size wouldnt hog portion star however tradeoff worth worth mentioning youre going use portable entertainment center2 without separate stand viewing angle fixed3 biggie cost otherwise fantastic product one half star lack app functionality video apps interface prime video course hulu youtube va firefox big streamer apps netflix hbo max starz etc absent downloaded get google firefox browser going site logging doesnt help always prompt download app dont know limitation hardware resident streaming right competitor issuesor combination inclined believe isnt hardware software related fix rating solid 454 lack travel case make product vulnerable damage traveling small ask one wouldnt impact price point 5solid 45 rating,0.9517139792442322,NEGATIVE
