,User Name,Review Title,Review Text,Star,Review posted time
797,pappaleon,Love the Echo Show 8,"  I bought the Echo Show 8 when it was half price right before Prime Day. I love that it shows the time and day and date as well as the current temperature. I was surprised to learn that I could also use it as a photo viewer by sending pictures from facebook, Google Photos, etc. It rotates through your pictures and leaves them showing long enough that you can actually see them, unlike many other dedicated photo viewers.  I also am able to say ""Alexa . show the front yard "" and see my entire front yard and driveway with an optional video camera that I also bought on sale from Amazon. I would love for my son to have one of these so my grand kids can call us and see us when they like. It also controls my wi fi sockets to control my lamps. The one thing I was surprised to see is that the microphones don't seem to pick up as well as my Echo 3. Maybe mine has a problem in that area and all of them aren't having this problem. If you have a connected home you must get one of these.",5.0 out of 5 stars,"Reviewed in the United States on October 25, 2020"
798,Tonya Crawford,A geek present to my wife that she really enjoys,"  You don’t believe you need one until you have it. I bought it as a present to my wife. My kids thought I was buying for me and making it look like a present to my wife. They were so wrong. My wife loves to watch the news every morning. To try new recipes with the family (yes, I am also summoned). What she loves is the announcements. Instead of yelling for the kids to come downstairs she uses announcements (there are regular Echos upstairs). Also the integration with Ring is so helpful. We couldn’t make it work with the backyard Reolink camera though.",5.0 out of 5 stars,"Reviewed in the United States on November 6, 2020"
799,Buzzlitebeer,Not that great using with Arlo,"  The main reason I ordered this was to view my Arlo cameras.  Seems I'm not the only one that has conductivity problems.Works sometimes with a bit of messing around, but overall it's not what I was expecting.  If there is a fix for it I would appreciate someone letting me know.  I do like the Alexa stuff though I have all of them,  this one just fell a little short.One more thing, the search engine for alexa has alot to be desired, I wish it were something other then Bing it has a problem finding a lot of things on the web.  Definitely not Google.",3.0 out of 5 stars,"Reviewed in the United States on December 9, 2019"
800,Dawson,Great for an 85 yr old!,"  My 85 yr old mother can’t use her left arm or hand and is visually and mentally impaired from a severe stroke. This device allows her to check email, watch her shows and listen to music she chooses. She is learning how to play the Bible game by herself. My son bought it for her with video chat in mind, but this device is giving her back some freedom we all thought was gone. My mom likes to have the tv going at night, but when the “are you still watching? “ message comes on, my mom can’t use the remote to say yes. With Echo Show playing Andy Griffith, it’s all voice controlled. I had to teach her that the blue light had to show before Alexa could hear her, but it didn’t take long for her to figure it out.  It would be great to give Alexa more skills with The Greatness Generation in mind.",5.0 out of 5 stars,"Reviewed in the United States on October 15, 2020"
801,jksurferdad,"Great, except for the stupid ""Try...."" at the bottom of the screen","  This would get a 5 star if I could disable that.  There is lot you can change, but you can't get rid of the stupid notes at the bottom to try this or that.  They seriously need a software update so that those can be turned off.  I have my home display to be my photos and this huge lettering across the bottom of the screen is super distracting and totally unnecessary.  If you can't figure out things to ask it, you shouldn't own it.",3.0 out of 5 stars,"Reviewed in the United States on December 13, 2019"
802,AD44HMC,Not user friendly,"  The video quality and sound quality are excellent! The price for the value is good as well and it gets the job done, however there are some major downsides. One, the apps are limited. No Disney+ or ways to add additional apps. The apps themselves are terrible. There is no search feature and you have to rely on Alexa to find stuff using voice commands. You also can’t switch seasons easily and it seems to randomly select the episodes to display. Don’t even try issuing Hulu. You can only watch whatever episode it wants you to and cannot easily select a different episode or season. Netflix is the only halfway decently designed app.While writing this review, I began with 3 stars, but now thinking of the flaws, I am downgrading to a 2. Amazon really could have done much better with the software.",2.0 out of 5 stars,"Reviewed in the United States on April 23, 2021"
803,Oz,"Great product, just one thing to improve...",  It's a great product. Just would be nice if you can activate echoes voice when touching the screen. That is the only annoying thing to me. You are able to stop most advertisements. The only one that does not turn off is the one before the screen turns off. It only stays on for less then a minutw than goes away. The screen adjusts according to the lighting environment. Its a descent size. Not too big and not to small. I have one in every room of the house. I leave the camera shutter slide closed on all of them so the hackers aren't able to see me. I like the product. Hopefully they can make an update to activate Alexa's voice when having touched the screen to activate it. The speakers sound good for the size of the item. It has two speakers and the bass is good on it.,4.0 out of 5 stars,"Reviewed in the United States on February 29, 2020"
804,Rachel,Meh.,"  Couldn't hear me or distinguish what I was saying when I was literally standing over it. I have dots and flexes that work so much better. I got it mainly for the smart connect to cameras but even that, u can't zoom, there is a minimum zoom that does squat. I do like the recipes that's come up that convenient for me. The camera is Doo doo. The audio is ok definitely expected more. All in all I wound up giving it to my sister as a gift as I still sit here and pay on it. But now that I don't have it I miss it, meaning for the recipes in the clock.. So if that says anything to you I wound up buying the upgrade and got the echo show premium and that's on its way so I'm yet to see how this one will be..",3.0 out of 5 stars,"Reviewed in the United States on June 24, 2020"
805,GigiAmazon Customer,Echo Show 8 Not Working as Promised,"  Very disappointed with this product.  Echo Show 8 does not listen to commands.  For example, I am 5 feet from my new Echo Show 8 and I say ""Alexa play CNBC"" or ""Alexa play CNN"" and the Echo Show 8 does nothing, but one of my new Echo 4th generation speakers in another room over 25 feet away hears me and starts playing.  My solution is to get real close to the Echo Show 8 and speak very softly and give the command again and it works.  So after 30 minutes I say ""Alexa stop"" or ""Alexa quit"" or ""Alexa home"" or ""Alexa CNBC stop"" or ""Alexa CNN stop"" ... nothing!  I repeat the command over and over again and still nothing!  So I walk over and unplug the Echo Show 8 and problem solved ... Echo Show 8 stops playing!",1.0 out of 5 stars,"Reviewed in the United States on February 1, 2021"
806,Derek Miller,GREAT DEVICE FOR KEEPING IN TOUCH BUT....,"  Great devise especially for elderly who don't do Facetime - BUT - wherever the devise is located - they have to have their OWN AMAZON account and their OWN ALEXA account - also need to have texting capability on a phone.  These were REAL problems in setting up the whole system between my sister, mother and myself. THEN it took about 8 different customer service individuals to give their own take on why it STILL didn't work!!! FINALLY found someone who indicated that it CANNOT be connected with a regular extension cord - it MUST be either directly plugged in to the outlet OR use the special extension cord - now working great - but took 2 months!!!",5.0 out of 5 stars,"Reviewed in the United States on March 6, 2021"
807,Derek Miller,A step backward from the original Echo,"  I bought a Show to replace my original Echo device and I have found the experience to be lacking. There's no point in getting a show as the visual and UI elements are not well thought out, buggy, and lack functionality.It's amazing that you cannot ask Alexa to show you pictures of something; nor can you ask to show videos. If you want to do that, you have to load a browser on the show and enter a search using the keyboard. And, simply asking to open the ""browser"" doesn't work. You have to remember which browser you installed - Silk or Firefox.So that's about as far as I got - asking to see images and videos - before realizing this thing doesn't do much. The stuff that I'm used to using like Flash Briefing no longer work. Show freezes while trying to play. It seems amazing to me they released this with such a dearth of functionality.",2.0 out of 5 stars,"Reviewed in the United States on January 15, 2020"
808,Mom of Preemies,This is the best!,"  I LOVE the Echo Show! I bought the first edition and thought it was great, but this one is soooo awesome. I bought one for my Mom, Sister, and neice and nephew, with kids. I can look at my 86 year old Mom, and talk to her face to face. She likes that Alexa, can call my Sister and I, should she need us. Also, because she lives alone, she can call out to, or tell Alexa to call 911, and it happens. It really gives me peace of mind, to know that she is not alone, even when she is! The microphone is so sensitive, it can hear her from any room. 🥰",5.0 out of 5 stars,"Reviewed in the United States on June 16, 2020"
809,jrptep,Drop in May be the only useful feature,  The video quality is subpar compared to my Apple devices even though they are dated. Alexa only recognizes what I am saying about half the time. It doesn’t integrate well with other apps. I don’t understand why it can’t use standard language...skills means something different in standard English than is used in this device. It is so difficult just to get to a website. And I would like to read my kindle books not always have them read to me. I haven’t used the drop in feature yet but perhaps this might be the one feature that will be useful.,1.0 out of 5 stars,"Reviewed in the United States on October 19, 2020"
810,sean nelson,The Alexa AI on my Echo Show 8 is not ready for prime time among other things,"  I love the sound of the speaker. It gives excellent booming quality base as expected. I also love that I can request and see any of my blink cameras live on the screen at my voice command. I also set up a routine on the show and it seems to work fine.Things I don't love about my Echo Show 8: I had a speaker group set up on my old dot which went to two blue tooth speakers. Now when I say ""Play music on all speakers"" nothing comes out of the new Echo Show 8 (you know the one with the really good speakers) and the music will only go to the previous two dots I had connected originally. Even if I ask the ""Show"" only to play music (i.e. not on all speakers) it still only goes to the dots (with the crappy speakers) and won't play on the Show.Alexa can do so very many things and I use it all the time every day to work the lights and air conditioner and plugs all over my house. And I can both trigger a voice command to make my coffee every day and have set up routines to make my coffee on a timer. (BTW, I hate that I can't schedule individual days in routines. You can only do one day only, week days only, or weekends only. I work a shift that carries over from weekdays to weekends. I want to have it go off on any of 7 individual days even skipping a day if need be.)As far as answering most simple basic questions it is just not ready for practical every day uses. Yes I did voice recognition training with it. It is very cumbersome to work with to try and get information from the internet. Skills are great and are a good bridge for where the technology is right now, but it's still awkward to have to say, ""Alexa, Ask My Groceries to add milk to my grocery list"".Anyway, I'm not intending to beat up ""A-word"" too bad (you know why I wrote it this way). She does help me in so many good ways. I just wish Amazon programmers would listen more to their customers about the problems these devices are having. I've seen so many comments about things that could be better and all I hear from Amazon is......chirp.....chirp......chirp, nothing; and there have been no changes that seem to significantly make any significant improvement to the problems we're having with these things. ""How to remove the ""Try ""Alexa"", what's the weather in London?"" line at the bottom of the screen is another ....chirp....chirp, response.Thanks,LF",3.0 out of 5 stars,"Reviewed in the United States on August 22, 2020"
811,D. H-R,Its an improvement but has a long way to go,  It’s an improvement over the last model but they need to develop this echo show first off with a flat plug so it doesn’t stick out of the back of the unit how about just making an L-shaped plug how hard is it. It could sit 2 inches closer to the wall if this plug was L shaped. and then the plug that plugs into the wall needs to be flat and there needs to be a way to mount this thing under a cabinet because it’s so fat it takes up too much room on the counter. On the plus side the sound is way better than my last echo show.,3.0 out of 5 stars,"Reviewed in the United States on November 19, 2020"
812,Howard Roberts,Huge Disappointment-No Restrict Access,"  I was in love with my echo show until I learned Restrict Access was a joke.  There is NO way to restrict access to YouTube and the internet.  It’s either make the echo unfunctional for an adult by installing Free Time, so I cannot access my Ring or Smart Home devices.  Or access these features but have the Echo unsafe for my children.  What is the point of Restrict Access if it doesn’t actually restrict access?!?!  I guess until this is fixed my Echo Shows are useless to me.  Very disappointing!",1.0 out of 5 stars,"Reviewed in the United States on July 1, 2021"
813,Dr. Bill Warner,I love it for asking to show me the cameras I don’t care about the Triami it’s not that serious,  This device is really awesome. I did not expect it to be as useful as I thought. It’s essentially the echo with a screen and you can make calls video or otherwise through other people who have the echo or the show. I mainly use it to have under my TV in my living room and one in my bedroom so I can look at this ring cameras at any time. The sound is also a really great I was surprised you could adjust the bass Treble and mids end it sounds great. I’d say it’s as bad as good as a JBL portable Bluetooth speaker if not the same quality not the large one but the smaller ones. Overall it’s a great device I got it on prime day for only $64 and then the other one I received for free with the ring camera which I still have not got yet. The ring camera came defective and broken and now I have to wait till December to get a replacement.,5.0 out of 5 stars,"Reviewed in the United States on October 22, 2020"
814,G E B,Touch screen is not very sensitive.,"  I like the pictures that are included in the, Nature, group.  Having time and temp visible at all times in nice.  My units down-sides are; full screen not showing when attempting to make audio/video calls, touch screen needs tapping and multiple press and drag-downs to open settings and to leave ""things that Alexa can do"", the sound quality is no better than other 2 ""Alexa Echo"" that I own (it reminds me of someone talking with a rag packing their cheeks.  I admit that my purchase is a used, 1 generation model.  For $40 more, I could have purchase the generation 2 but, I thought that I would ""test the waters"" on this one....I'm sorry that I did.",3.0 out of 5 stars,"Reviewed in the United States on November 6, 2021"
815,Amazon Customer,It earns its place in my home,"  We have a plethora of echo devices in my home and the homes of family members, ranging from the echo dot (three) Echo Show 5, as an alarm clock, smart home interface and messaging cam and the Echo Show 8 which is a great tool for the kitchen providing a handy way to refer to recipies and set timers as well is communicate with the rest of the family and their devices…. It has earned it place on the counter and mom, who is 85 uses it all the time to do all kinds of mom things, from checking the weather, to looking up crossword clues, to finding out all the intimate details of the rich and famous, to setting multiple timers for cooking… it just works",5.0 out of 5 stars,"Reviewed in the United States on January 12, 2022"
816,Chadj,Entertaining little gadget,"  This little thing’s speakers can make the neighbors think you’re having a party, with all that bass. Meanwhile I think they really intended for people to use this in the kitchen, instead of the home office because if you get that food network subscription, all day you will see delicious recipes popping up. I love how I can watch movies on it too (Prime, Hulu, etc). There’s also a web browser on there which I wasn’t expecting to see, as well.",5.0 out of 5 stars,"Reviewed in the United States on March 6, 2021"
817,Chadj,Great substitute for mobile Internet,"  I love this thing. I had the smaller ones and then ordered this larger one. I watch yiu tube videos on it, Prime videos.  I can even access my email. I ask Alexa the time, the weather, the news. I call friends on it. I recommend this highly!",5.0 out of 5 stars,"Reviewed in the United States on October 31, 2021"
818,James R.,Tne best Echo yet,"  I have all the Echo products from the dot to the 10 inch show. The new 8 inch unit seems the perfect unit. The size is convenient on an end table and the sound is fantastic, better than any of the previous products. We have a total of eight Echo units throughout the house and we use them constantly, asking the weather, the time, trivia questions about history and sometimes even playing Jeopardy. Is someone listening? I don't really care. What are they going to find out? I don't walk around calling out my checking account numbers or my credit card numbers. As for my politics, well, if certain people could hear, I'd definitely NOT be invited to the White House.",5.0 out of 5 stars,"Reviewed in the United States on March 4, 2020"
819,Mark Stubblefield,Not what I was hoping for,"  Guess I really thought it would do more.  It does not integrate with Netflix and my wife’s cooking shows are there.  It really doesn’t do much of anything useful other that being another echo dot with a screen.  I thought it would be more like a fire tv and be able to look up shows and make recommendations.  Every room in my house has a echo and remote switches, locks, cameras etc.  this was just a disappointment.  Paying 25 for a stand was a bit much too, it should come with one considering this is for the kitchen counter mostly.  The cooking channel is willfully light on cooking shows.  Bobby Flay and Gordon Ramsey would be disappointed....",2.0 out of 5 stars,"Reviewed in the United States on January 15, 2020"
820,Mark Stubblefield,Fun gadget but could use some improvement,  I really like the Alexa show but it does have some challenges for instant the touch screen itself - I haven’t been able to really figure out the best way to navigate itI would also like if it showed me the last few Alexa skills that I used on screen because sometimes I forget exactly what I said to get the Alexa show to do what I wantIt would also be great if u can pick a search engine other than bing because that one is the worst last Feedback is perhaps the next generation could have a rechargeable battery because it’s smack in the middle of my kitchen island and the cord has to run to the opposite side in order for it to operate and it would be really great if I could take it with me or move it around without having to worry about the cord and charge it instead as neededOtherwise a fun gadget indeed,5.0 out of 5 stars,"Reviewed in the United States on January 11, 2020"
821,MAC,A great addition to our kitchen!,"  I set this up to show our photos as the new stories of the day scroll over them at times.  I also set the Echo Show to respond to 'ECHO' since I have another Echo device just across the room close to the TV.  Amazon Echos are in every room in the house and my wife loves the photos that remind us of past years.  Sometimes it can get a bit freaky and we end up staring at older photos and wishing there would be dates on the photos.I showed my wife how to turn the screen off but she still turns it toward the corner sometimes to stop being distracted, LOL.I know we are not using everything it has, but love it anyway.  It does control our kitchen island lights along with the living room table lamps.",5.0 out of 5 stars,"Reviewed in the United States on January 24, 2021"
822,MAC,Terrible for video calling,  Infuriating device. I thought it was supposed to be designed for video calling between amazon accounts/devices but apparently it’s not. Something so basic just doesn’t work. Little to no guidance or help documentation. Forced to rely on outdated and incomplete third-party guides. Adding accounts to contacts and then asking Alexa to video call just calls “the mobile” device like a normal call.,1.0 out of 5 stars,"Reviewed in the United States on June 24, 2020"
823,P Siri,"Good, but one issue","  We received this as a gift for Christmas. My kids enjoy being able to watch video and play games on the screen, and I enjoy being able to look up recipes, as well as just turn music on by my voice. However, a couple of times now I have had to reset the show by unplugging and repluging it in, as all of a sudden no music/sound will play. I can here Alexa just fine, she does her thing and says she is playing a song/video/game, but then after that, there is no sound. I am not sure what that is, but it's not a huge deal as it was a gift, and I have wanted one for a while. It's not that inconvenient to hard reset the show every once and a while.",3.0 out of 5 stars,"Reviewed in the United States on January 14, 2021"
824,cjr,“Alexa for your day” has completely ruined a perfect product.,"  I have loved my echo show for almost 2 years.  I mean it was one of my favorite things.  I’ve bought it as gifts for 3 family members plus I was gifted a second one to put in my condo.  I’ve loaded hundreds of pictures to enjoy my personal slideshow through out my day.  I figured out how to control the pop-ups with certain settings.  However, in the last 2 weeks, my wonderful personal slideshow is disrupted about every 5 slides with an annoying “Alexa for your day” pop-up.  You cannot disable it in the settings.  It’s super annoying and now I just feel like my echo is a piece of junk.  I will not be telling people how awesome it is anymore. I will not buy it as a gift for anyone else.  I’m currently looking for a replacement.  I’m sure I’ll find one.",1.0 out of 5 stars,"Reviewed in the United States on March 26, 2021"
825,cjr,"Es una hermosura, pero....","  La creación y funcionalidad del equipo es una belleza, ahora bien preparate para trastocar tu vida, identifica donde vives para ver si algunas aplicaciones son compatibles, en mi caso soy Apple Music, como amante de la marca de la manzana no me he pasado a Spotify, por un tema de lo que puedo lograr en todos mis dispositivos de Apple, bueno para Panamá no existe compatibilidad con esta aplicación.Después de varios días de reflexión me decidi a cerrar la cuenta y suscripción de Music, para migrar a Spotify, dos o tres días de duelo, adivina, tampoco en Panamá es compatible.Busque varias soluciones por todas partes y la unica posible solución, es mudar la residencia de mi cuenta de Panamá a USA tanto de Amazón como el de todas las posibles plataformas, suenas mas sencillo de lo que parece, para Music y Sopify es un dolor de cabeza hacer este cambio.Asi que si estas fuera de las regiones de compatibilidad, piensa bien en comprar estos equipos o preparate para tener que modificar todas tus configuraciones y trastocar tu vida para adaptarte a ellos.En mi cabeza es inconcebible que una empresa como Amazon de escala mundial, no se asegure la compatibilidad con todas estas plataformas para llegar a todos el mundo.Muy contento con el equipo, pero muy decepcionado, por su incompatibilidad con otras plataformas.",1.0 out of 5 stars,"Reviewed in the United States on June 4, 2020"
826,Jon Eberly,Great addition to my household,"  I love this little unit.  I keep my Echo Show8 on my bedside table for use as an alarm clock. to view my Ring cameras, and to read my Kindle books, just before dozing off to sleep.  Why can't Prime members receive a minimal number of Audible books each month?I have an Echo Show5, that I keep on my desk to view the time, weather, and use to ask Alexa pertinent questions that I think of, while working at my computer.I have also noticed that the Alexa feature is ""learning"" the more I use ""her.""  BRAVO, Amazon!I use the Alexa app to make my shopping list, and can use it from my phone right in the store.  Saves me from making paper shopping lists, that seem to always get lost.",5.0 out of 5 stars,"Reviewed in the United States on December 27, 2019"
827,Appsmanster,Great multifunctional device!  I want more!!  :D,"  I didn't know we would absolutely NEED a stand or would have purchased one when ordering the device.  Definitely want my kids who live in other cities to have Echo Show 8s as well so we can see each other while chatting hands free.  I also use mine as a security device...for peace of mind, to check on pets while we are out of the home.  I'm researching the stand that I can rotate, even though one kitty runs right up to the screen when I call!  :D  I've learned to group my show with my other Echos to play music in multiple rooms at the same time, and love that I can use the screen to show my photos as a slideshow.  Great multifunctional device!",5.0 out of 5 stars,"Reviewed in the United States on October 11, 2021"
828,Salseroboy,Fantastic update to the original echo show,  Much larger screen then our old echo show. The sound is so much better from amazon music. We like that Alexa provides a nice shortcut for her responses after she picks up on certain regularly used commands. No skipping like our old echo show after playingmusic.  Sound quality great and we are now fully integrated with smart plugs and smart bulbs throughout our home. Very good impression of this echo show so far!,5.0 out of 5 stars,"Reviewed in the United States on January 12, 2020"
829,Salseroboy,Echo 8,"  I started with the Dot and found more with the Echo.  The sound quality is much improved over the Dot (that I still use).  I did not expect the Karaoke sing along with the music selections. I have yet to attempt calling anyone since I generally have my cell available.  The video is crisp with vibrant colors.  There are any number of tasks I have yet to try, the Echo emails keep coming regularly with more suggestions that I have yet to try.  I did add a Blink mini and and electric plug for power switching by voice.  Not ready to review those items other that I tested them to see if they function - they do. How you use them is up to you.",5.0 out of 5 stars,"Reviewed in the United States on October 1, 2020"
830,Mackenzie,Show and Go,"  Simple to set up. Just got the Show it's great and easy to use.  This is my first Show, and I also bought a 4th gen Echo and Echo Dpt.  Echo great music sound.  Show's sound is good also.  The Dot not so much..looking back I'd buy another Echo.  If you like to broadcast thru the house. Using Show in the Kitchen ad stil learning many features and commands, adding devices, making groups and routines. It's cool to turn my outside light green and red for Christmas and white other times and orange for Halloween. A/C is hooked up. I've had it hooked up for about 6 weeks (11/25/20) November and still learning but its a house Robot - without the arms and legs...",5.0 out of 5 stars,"Reviewed in the United States on December 29, 2020"
831,Nicole,Avoid,"  Very disappointed, it doesn't connect to ring service through the skill, so I can't watch the ring cameras that I have around the house. That was one of the main reasons why I bought it. I have contacted Amazon about the problem and I have talked with a service tech that acknowledge the problems but was not able to solve them. I was told that they would keep in touch with me but after the second unsuccessful phone call I haven't heard back....Maybe Amazon is just trying to avoid a returnAs far as other functions,  voice recognition is quite good. Sound is good for a device of that size.The screen looks good but the response to any touch action is very slow. It needs a faster processor, I would rather pay more for a device that works smoothly and without bugs.",1.0 out of 5 stars,"Reviewed in the United States on January 5, 2020"
832,Tommy's PopPop,No ability to show clock,"  First, I am a big fan of the echo and echo show products. I have many of them and have been quite satisfied overall.The echo show 8 is essentially a smaller echo show, not a larger echo show 5. I was really looking for the ability to only show a clock at night, like the echo show 5, but the echo show 8 doesn’t have or allow that ability. It’s too bad, I was hoping this would serve as a larger “clock” for our bedroom. Instead it’s an echo show with ‘things to try’ steaming across the bottom of the screen all the time.",3.0 out of 5 stars,"Reviewed in the United States on December 8, 2019"
833,Vegas Steve,Awesome product,  Straight out of the box it was easy to set up.  The sound quality is superbly awesome and voice recognition is seamless.  It truly plays well in everything even interfacing it at the nursing home door my wife  and having another device at home  was simple and easy.  I can play and send music the only thing ( that I already spoke with Amazon about ). Is the fact that I cannot send movies through the Alexa app to the Echo 8 that is in her room at the nursing home  But everything else is sharp and on point  I have a Echo Show 5 for home and it all works well together.  I plan to continue to build up this automated system to enhance my home  For now I have no complaints at all,5.0 out of 5 stars,"Reviewed in the United States on February 15, 2021"
834,Nik,Better than the ECHO show 2?,"  I bought this to replace my echo show 2 just for the fact that for the place I needed to put it, the echo show 2 was too big.  The Echo show 8 was the perfect size and looked much better.  The sound for music is almost as good.  And the privacy camera switch is a plus.  It does all the things  the 2 did except, no hub.  And I do use smart switches and bulbs that need a hub.  Since I had no room for 2 screened devices, I wound up buying an Echo Plus which has a hub. I have a great room with and echo cube an open kitchen area with an Echo tap and  a work station  with the original Echo show.  And now with the Echo show 8 and the Echo plus in the same area.  ""Alexa....I need more wake words!""  ;)",4.0 out of 5 stars,"Reviewed in the United States on June 6, 2020"
835,Nik,a smart product that makes my daily life more convenient.,"  The product comes with 8 inches HD screen. It has same resolution as 10 but is definitely better than the 5. The size is perfect for kitchen, bathroom or bedroom. I love the way you can turn off your camera for you privacy concern as it indeed is a rising public concern currently.Speaker:The speaker sounded pretty good. The sound is clear and good and base is astonishingly strong as well.Here are some of the scenarios that I would be using Echo show 8 in my home.My wife will watch Amazon prime video while she is cooking in the kitchen.Using it to conduct a video call with friend, family member or colleagues. Use this function especially frequent during WFH mode.Use it as picture slideshow when nobody is using it. It's nice to see some good old memories.Its good to watch some short video on this product but probably not ideal choice for normal length movie due to the size of the screen is not ideal for watching movie. For that purpose，i recommend to upgrade to echo show 10 to get a larger screen.",4.0 out of 5 stars,"Reviewed in the United States on July 20, 2020"
836,f p,It’s a solid experience for a bedroom alarm could be better,"  So I got this as a Christmas present and I use it as a bedroom alarm clock. It DOES play pandora stations and amazon music stations etc. on wake up. However it is very finicky to setup sometimes. As with most setup is done either completely through voice (alexa) or done directly in the alexa app on a phone etc. if you do it through voice you’ll hear a lot of alexa saying sorry she couldn’t do that or something. First, try and make sure that the set alarm is not showing deleted on the alarms list on your echo show but still showing in the alexa app. If it is, delete the one in the alexa app as well and start fresh. When giving the voice command make sure to start with “alexa wake me up to “insert type of music/artist on pandora/amazon music etc” then she will ask what time. After the time setup is normal and it should work. If not it may take one or two more tries to get it working. If you are using pandora make sure to have the app with a linked acct saved on your alexa app. Once you successfully done that with your fav. station you actually don’t need to use voice again to set another alarm because it will save the music station at the top of the list of tones when you set up an alarm in the app. I do wish there were more customization options with the clock but other than that it works pretty good.",4.0 out of 5 stars,"Reviewed in the United States on December 25, 2020"
837,Keith,March 2021 software update is terrific!,"  I have been very please with my Echo Show 5, which I use on the nightstand in the bedroom. A great feature is the option of a large digital clock that can be easily seen without glasses at night. I purchased an Echo Show 8 for the living room. Unfortunately the large digital clock is not available. The only option is a small clock in the upper left corner of the screen. Its too bad that Amazon offers a larger device with less options. I hope that future software update will correct this.8/22/20 Update. For a few months I found a Home Screen that would display the time, temperature and date. I liked it. Now the date has been taken away for some unknown reason. I wish Amazon trusted us enough to allow us too put what we want on the Home Screen. Being able to see today's date doesn't seem too radical.Update - March 2021 - A software update now provides the things I missed! The clock has much larger numbers, and the date is now on the Home Screen! Thanks Amazon! Great improvement!",5.0 out of 5 stars,"Reviewed in the United States on December 20, 2019"
838,Bobby D,this is my second and ordering a 3rd Echo Show 8,  I love this little object it gives you suggestions on the screen what you can do with it or ask of it. I have a newly made smart home and this is a must for a smart home. I also have the fire cube which has Alexa built in and sometimes the conflict so I have turned off the Alexa functions on the cube by muting the mic. But I am a big fan of Alexa and all she can do. I haven't learned how to do video calls on it but I know its capable. It would be nice if Duo calls could come through on it. Anyway if you are tempted and have the extra cash to get one I highly recommend it. Only complaint I have is sometimes Alexa thinks you said one thing when you actually said something completely different Thats why Voice recognition and integration only got 3 stars,5.0 out of 5 stars,"Reviewed in the United States on November 7, 2020"
839,Pitollie,Now everyone in my family wants one.,"  Really like the Echo Show 8.  Much prefer it to the Echo devices without a screen when it's placed in a common location such as a kitchen.  Gave one to my mother who lives across the country in an assisted living facility.  Now, we can call her with the video feature and she can operate it with just her voice to make and receive video calls, listen to music, get the weather and more.  Perhaps the best part is that we've created a folder of photos of our family, so when the Echo Show is sitting idle, my mom can see pictures of her parents, grandparents, sisters, cousins, children and grandchildren.  And since we can change the photos by changing the contents of the folder, we can keep her up-to-date on family happenings and seeing the grandchildren growing up.",5.0 out of 5 stars,"Reviewed in the United States on January 10, 2021"
840,Love and Peace,Best Alexa device for the bedroom!,"  I bought this to put on my nightstand by my bed and I needed my Alexa device to have a screen so I could see my ring cameras at night if motion was detected. Hands down the 8 inch screen is the best choice, it’s easier on the eyes than the 5, I’m easily able to see it at night if necessary and the main selling point for me is the fact that I can set the screen to automatically turn off when it doesn’t detect any light and it auto adjusts the brightness of the screen based on the lighting in the room. As a light sleeper and a person who is extremely sensitive to light at night this feature is my all time favorite. I have the echo dot in multiple rooms in my house making it much more convenient to use Alexa as my main smart assistant also BIG PERK, if you own a newer Chevrolet that has the app function to start your vehicle, you can ask Alexa to start your vehicle and SHE WILL!! If you have multiple newer Chevrolet vehicles you can name the vehicles and ask her to start a specific vehicle. Hands down most useful feature of my smart device in the morning when it’s super cold I can have her start the car to get it to warm up before I get in without trying to find my keys! So many reasons to exclusively use Alexa and I have so many more reasons the list could go on forever. If you are already in the Amazon ecosystem this is hands down the best device to add to your ecosystem if you have not already! Considering the echo show 10 for my kitchen for videos and recipes!",5.0 out of 5 stars,"Reviewed in the United States on November 4, 2021"
841,Tlaz0459,Good video and sound,"  Video and sound quality very good,easy set up. Checking e-mails helpful. Only 1 e-mail address per acct,that sucks.I offered a suggestion for that.I have Arlo pro and pro cam 2 Arlo Base VMB3500 does not work or base is defective will not connect cams via Echo show 8 Arlo skill .After spending hours with Amazon and Arlo tech I decided to install my other Arlo Base.VMB4000r3 now works great with Echo Show 8Skills are a bit of a joke, nothing like ap's.Police scanner skill useless, very few selections.Earth cam skill waste of time, difficult to change locations of cams. Saying echo next  big waste of timeThese skills need work. Whoever writes these skills needs to check out the corresponding ap for features.Have a good day !!",3.0 out of 5 stars,"Reviewed in the United States on November 7, 2020"
842,Xavions Mum,Useful device with Endless entertainment,"  I would recommend the echo 8 due to the video screen. The video opens up more useful options than the audio only Alexa devices. The voice recognition and sound is great. Adding devices such as remote outlets and light bulbs is easy. The family loves to see the many family pictures and videos we have stored on amazon. We purchased a second echo 8 to use in our second story as an intercom with its drop in feature. You can chose to use audio or video to talk between floors plus to make video phone calls all hands free. The color changing remote operated light bulbs are fun with endless color possibilities. Music and radio choices are endless plus it has bluetooth which allows you to play music from your phone or connect to your wireless head phones. If you can think of a question, Alexa will come up with an answer. This is a small device but packed with lots of entertainment. You can set up groups of actions to make life easier. We say “Alexa, good night— all the lights set up as remote will turn off. Good morning will turn them all on.  Imagine the possibilities for the elderly or handicapped individual.",5.0 out of 5 stars,"Reviewed in the United States on January 25, 2021"
